Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address
141422,Bose SoundSport Headphones,1,99.99,01/22/19 19:38,"348 Park St, Atlanta, GA 30301"
141423,Wired Headphones,1,11.99,01/22/19 10:51,"506 Cherry St, Dallas, TX 75001"
141424,USB-C Charging Cable,1,11.95,01/19/19 10:57,"240 14th St, San Francisco, CA 94016"
141425,LG Dryer,1,600.0,01/05/19 13:39,"740 7th St, Los Angeles, CA 90001"
141426,Apple Airpods Headphones,1,150,01/12/19 22:01,"116 Church St, San Francisco, CA 94016"
141427,AAA Batteries (4-pack),1,2.99,01/09/19 18:30,"381 West St, Boston, MA 02215"
141428,AAA Batteries (4-pack),2,2.99,01/23/19 14:36,"139 Elm St, Boston, MA 02215"
141429,Flatscreen TV,1,300,01/18/19 12:59,"10 11th St, San Francisco, CA 94016"
141430,Lightning Charging Cable,1,14.95,01/01/19 15:40,"221 North St, San Francisco, CA 94016"
141431,34in Ultrawide Monitor,1,379.99,01/19/19 12:05,"61 14th St, San Francisco, CA 94016"
141432,LG Washing Machine,1,600.0,01/11/19 21:17,"330 Sunset St, Austin, TX 73301"
141433,Lightning Charging Cable,1,14.95,01/02/19 12:44,"902 14th St, San Francisco, CA 94016"
141434,Apple Airpods Headphones,1,150,01/30/19 12:18,"976 Maple St, Dallas, TX 75001"
141435,Wired Headphones,1,11.99,01/08/19 19:02,"912 Madison St, New York City, NY 10001"
141436,AAA Batteries (4-pack),4,2.99,01/20/19 23:20,"685 Lakeview St, Seattle, WA 98101"
141437,AAA Batteries (4-pack),2,2.99,01/14/19 13:56,"588 North St, San Francisco, CA 94016"
141438,USB-C Charging Cable,1,11.95,01/10/19 08:22,"428 Main St, Boston, MA 02215"
141439,Wired Headphones,1,11.99,01/25/19 17:08,"656 Sunset St, Los Angeles, CA 90001"
141440,34in Ultrawide Monitor,1,379.99,01/28/19 09:35,"272 West St, New York City, NY 10001"
141441,Lightning Charging Cable,2,14.95,01/01/19 12:43,"509 Center St, San Francisco, CA 94016"
141442,AA Batteries (4-pack),1,3.84,01/02/19 14:38,"983 Madison St, San Francisco, CA 94016"
141443,USB-C Charging Cable,1,11.95,01/05/19 13:38,"111 Pine St, New York City, NY 10001"
141444,27in 4K Gaming Monitor,1,389.99,01/20/19 14:11,"956 Elm St, Dallas, TX 75001"
141445,34in Ultrawide Monitor,1,379.99,01/20/19 13:09,"40 North St, Seattle, WA 98101"
141446,Wired Headphones,1,11.99,01/20/19 17:25,"568 4th St, San Francisco, CA 94016"
141447,Bose SoundSport Headphones,1,99.99,01/06/19 13:20,"444 Spruce St, Boston, MA 02215"
141448,AAA Batteries (4-pack),1,2.99,01/23/19 07:55,"885 Church St, Los Angeles, CA 90001"
141449,iPhone,1,700,01/05/19 20:39,"506 Chestnut St, Los Angeles, CA 90001"
141450,Apple Airpods Headphones,1,150,01/14/19 20:42,"236 River St, New York City, NY 10001"
141451,Apple Airpods Headphones,1,150,01/10/19 14:30,"553 5th St, Boston, MA 02215"
141452,Lightning Charging Cable,1,14.95,01/17/19 21:18,"247 Maple St, Atlanta, GA 30301"
141453,Wired Headphones,1,11.99,01/11/19 19:03,"496 8th St, San Francisco, CA 94016"
141454,Bose SoundSport Headphones,1,99.99,01/01/19 15:49,"388 North St, Austin, TX 73301"
141455,34in Ultrawide Monitor,1,379.99,01/02/19 10:11,"355 Ridge St, San Francisco, CA 94016"
141456,AAA Batteries (4-pack),1,2.99,01/25/19 09:30,"171 Lake St, San Francisco, CA 94016"
141457,iPhone,1,700,01/11/19 20:32,"792 10th St, New York City, NY 10001"
141457,Lightning Charging Cable,1,14.95,01/11/19 20:32,"792 10th St, New York City, NY 10001"
141458,Wired Headphones,1,11.99,01/18/19 23:08,"262 Lincoln St, Austin, TX 73301"
141459,Apple Airpods Headphones,1,150,01/26/19 15:41,"834 Maple St, Portland, OR 97035"
141460,Wired Headphones,1,11.99,01/03/19 15:44,"637 9th St, Atlanta, GA 30301"
141461,Wired Headphones,1,11.99,01/17/19 14:42,"925 Cedar St, Atlanta, GA 30301"
141462,Apple Airpods Headphones,1,150,01/08/19 12:48,"441 West St, Seattle, WA 98101"
141463,Bose SoundSport Headphones,1,99.99,01/17/19 09:47,"958 Cedar St, Austin, TX 73301"
141464,Apple Airpods Headphones,1,150,01/21/19 11:16,"919 8th St, San Francisco, CA 94016"
141465,AA Batteries (4-pack),1,3.84,01/17/19 08:32,"340 12th St, Los Angeles, CA 90001"
141466,USB-C Charging Cable,1,11.95,01/16/19 21:42,"258 Willow St, San Francisco, CA 94016"
141467,AA Batteries (4-pack),3,3.84,01/22/19 10:18,"196 1st St, San Francisco, CA 94016"
141468,27in FHD Monitor,1,149.99,01/06/19 20:28,"808 Sunset St, New York City, NY 10001"
141469,Lightning Charging Cable,1,14.95,01/24/19 14:05,"30 Pine St, San Francisco, CA 94016"
141470,AA Batteries (4-pack),1,3.84,01/05/19 06:57,"990 6th St, Austin, TX 73301"
141471,AAA Batteries (4-pack),2,2.99,01/09/19 16:25,"185 Adams St, Dallas, TX 75001"
141472,Lightning Charging Cable,1,14.95,01/13/19 00:07,"551 Washington St, New York City, NY 10001"
141473,USB-C Charging Cable,1,11.95,01/14/19 20:47,"133 Cedar St, New York City, NY 10001"
141474,Google Phone,1,600,01/21/19 18:31,"600 Maple St, Atlanta, GA 30301"
141475,34in Ultrawide Monitor,1,379.99,01/10/19 14:29,"334 Walnut St, San Francisco, CA 94016"
141476,Lightning Charging Cable,1,14.95,01/14/19 22:48,"16 Walnut St, Dallas, TX 75001"
141477,USB-C Charging Cable,2,11.95,01/18/19 23:02,"486 Lake St, Boston, MA 02215"
141478,Lightning Charging Cable,1,14.95,01/09/19 18:14,"516 Spruce St, San Francisco, CA 94016"
141479,AA Batteries (4-pack),2,3.84,01/26/19 14:32,"176 13th St, Los Angeles, CA 90001"
141480,USB-C Charging Cable,1,11.95,01/20/19 18:40,"119 Highland St, Seattle, WA 98101"
141481,Bose SoundSport Headphones,1,99.99,01/31/19 13:47,"702 Cedar St, Dallas, TX 75001"
141482,Apple Airpods Headphones,1,150,01/16/19 20:20,"738 4th St, San Francisco, CA 94016"
141483,USB-C Charging Cable,1,11.95,01/06/19 22:42,"330 Pine St, Boston, MA 02215"
141484,USB-C Charging Cable,1,11.95,01/14/19 14:16,"189 Elm St, Boston, MA 02215"
141485,AAA Batteries (4-pack),3,2.99,01/10/19 10:21,"372 West St, New York City, NY 10001"
141486,27in FHD Monitor,1,149.99,01/10/19 20:20,"844 River St, New York City, NY 10001"
141487,27in FHD Monitor,1,149.99,01/23/19 11:22,"961 5th St, Portland, OR 97035"
141488,AA Batteries (4-pack),2,3.84,01/17/19 21:43,"418 Highland St, San Francisco, CA 94016"
141489,AA Batteries (4-pack),1,3.84,01/16/19 16:56,"446 2nd St, Boston, MA 02215"
141490,Lightning Charging Cable,1,14.95,01/06/19 18:17,"801 Highland St, Dallas, TX 75001"
141491,AAA Batteries (4-pack),2,2.99,01/31/19 07:26,"493 Wilson St, Los Angeles, CA 90001"
141492,27in FHD Monitor,1,149.99,01/15/19 09:48,"621 Chestnut St, Los Angeles, CA 90001"
141493,Apple Airpods Headphones,1,150,01/30/19 15:09,"672 9th St, Portland, OR 97035"
141494,USB-C Charging Cable,1,11.95,01/21/19 20:32,"243 1st St, Portland, ME 04101"
141495,AAA Batteries (4-pack),1,2.99,01/29/19 08:29,"6 Forest St, New York City, NY 10001"
141496,USB-C Charging Cable,1,11.95,01/27/19 22:45,"230 Adams St, Atlanta, GA 30301"
141497,Apple Airpods Headphones,1,150,01/27/19 08:05,"376 Lincoln St, Los Angeles, CA 90001"
141498,Lightning Charging Cable,2,14.95,01/01/19 18:55,"858 Park St, Portland, ME 04101"
141499,USB-C Charging Cable,1,11.95,01/13/19 07:39,"837 Hill St, San Francisco, CA 94016"
141500,Wired Headphones,1,11.99,01/22/19 18:43,"784 North St, Austin, TX 73301"
141501,27in 4K Gaming Monitor,1,389.99,01/19/19 18:24,"710 Walnut St, Los Angeles, CA 90001"
141502,Lightning Charging Cable,1,14.95,01/02/19 18:43,"386 Forest St, Dallas, TX 75001"
141503,USB-C Charging Cable,1,11.95,01/04/19 14:09,"486 Cherry St, Los Angeles, CA 90001"
141504,AA Batteries (4-pack),1,3.84,01/26/19 07:47,"947 9th St, Austin, TX 73301"
141505,Apple Airpods Headphones,1,150,01/03/19 19:16,"160 11th St, San Francisco, CA 94016"
141506,AAA Batteries (4-pack),1,2.99,01/21/19 19:26,"17 Lakeview St, Portland, OR 97035"
